entryH,SL,TP,maxHold,n,skipped,winRate,avgPnL,medPnL,se,t,tpCount,slCount,timeoutCount,timeoutWin,timeoutLoss,timeoutRate,bothTouched
6,10,3,3,826,0,73.73,-0.172,2.960,0.188,-0.92,600,182,44,9,35,5.3,15
6,10,3,7,826,0,73.61,-0.236,2.960,0.191,-1.24,605,190,31,3,28,3.8,15
6,10,3,14,826,0,74.46,-0.259,2.960,0.193,-1.34,612,197,17,3,14,2.1,15
6,10,5,3,826,0,66.22,0.228,4.960,0.232,0.98,522,230,74,25,49,9.0,10
6,10,5,7,826,0,66.10,0.128,4.960,0.237,0.54,535,244,47,11,36,5.7,10
6,10,5,14,826,0,66.95,0.122,4.960,0.240,0.51,541,252,33,12,21,4.0,10
6,10,8,3,826,0,59.69,0.849,7.960,0.286,2.97,436,271,119,57,62,14.4,6
6,10,8,7,826,0,58.84,0.771,7.960,0.295,2.61,460,294,72,26,46,8.7,6
6,10,8,14,826,0,59.93,0.825,7.960,0.299,2.76,475,305,46,20,26,5.6,6
6,10,10,3,826,0,55.21,0.916,3.052,0.318,2.88,375,302,149,81,68,18.0,5
6,10,10,7,826,0,54.36,0.940,8.905,0.331,2.84,413,328,85,36,49,10.3,5
6,10,10,14,826,0,55.33,1.028,9.960,0.337,3.05,431,342,53,26,27,6.4,5
6,10,15,3,826,0,48.91,1.180,-0.504,0.384,3.07,272,352,202,132,70,24.5,2
6,10,15,7,826,0,46.61,1.227,-3.335,0.405,3.03,316,387,123,69,54,14.9,2
6,10,15,14,826,0,47.09,1.354,-5.674,0.415,3.26,337,407,82,52,30,9.9,2
6,10,20,3,826,0,44.92,1.189,-3.030,0.431,2.76,193,381,252,178,74,30.5,0
6,10,20,7,826,0,42.25,1.474,-10.040,0.465,3.17,247,423,156,102,54,18.9,0
6,10,20,14,826,0,41.77,1.520,-10.040,0.479,3.17,268,451,107,77,30,13.0,0
6,10,30,3,826,0,42.86,1.445,-4.207,0.487,2.97,90,398,338,264,74,40.9,0
6,10,30,7,826,0,38.62,1.945,-10.040,0.550,3.54,148,451,227,171,56,27.5,0
6,10,30,14,826,0,37.29,2.240,-10.040,0.582,3.85,183,486,157,125,32,19.0,0
6,15,3,3,826,0,79.42,-0.158,2.960,0.226,-0.70,647,123,56,9,47,6.8,11
6,15,3,7,826,0,79.90,-0.196,2.960,0.230,-0.85,656,131,39,4,35,4.7,11
6,15,3,14,826,0,81.36,-0.161,2.960,0.232,-0.69,667,134,25,5,20,3.0,11
6,15,5,3,826,0,71.91,0.119,4.960,0.280,0.42,569,167,90,25,65,10.9,9
6,15,5,7,826,0,72.88,0.083,4.960,0.287,0.29,590,178,58,12,46,7.0,9
6,15,5,14,826,0,74.46,0.153,4.960,0.289,0.53,601,182,43,14,29,5.2,9
6,15,8,3,826,0,66.22,0.847,7.960,0.338,2.51,485,198,143,62,81,17.3,5
6,15,8,7,826,0,66.71,0.878,7.960,0.349,2.51,520,216,90,31,59,10.9,5
6,15,8,14,826,0,68.52,1.006,7.960,0.354,2.84,540,224,62,26,36,7.5,5
6,15,10,3,826,0,62.35,0.997,9.960,0.374,2.66,427,222,177,88,89,21.4,4
6,15,10,7,826,0,62.71,1.124,9.960,0.390,2.88,474,243,109,44,65,13.2,4
6,15,10,14,826,0,64.53,1.296,9.960,0.397,3.26,500,255,71,33,38,8.6,4
6,15,15,3,826,0,55.93,1.183,2.602,0.449,2.64,312,268,246,150,96,29.8,1
6,15,15,7,826,0,54.72,1.324,4.551,0.477,2.78,370,302,154,82,72,18.6,1
6,15,15,14,826,0,56.05,1.557,9.267,0.491,3.17,401,321,104,62,42,12.6,1
6,15,20,3,826,0,52.30,1.269,1.082,0.501,2.53,227,293,306,205,101,37.0,0
6,15,20,7,826,0,50.73,1.732,0.395,0.544,3.18,296,333,197,123,74,23.8,0
6,15,20,14,826,0,51.21,1.870,0.959,0.563,3.32,325,360,141,98,43,17.1,0
6,15,30,3,826,0,50.24,1.623,0.048,0.562,2.89,107,308,411,308,103,49.8,0
6,15,30,7,826,0,47.09,2.292,-2.108,0.637,3.60,179,360,287,210,77,34.7,0
6,15,30,14,826,0,46.49,2.723,-4.582,0.677,4.02,225,396,205,159,46,24.8,0
6,20,3,3,826,0,82.32,-0.132,2.960,0.256,-0.52,671,92,63,9,54,7.6,6
6,20,3,7,826,0,83.29,-0.101,2.960,0.260,-0.39,684,97,45,4,41,5.4,6
6,20,3,14,826,0,84.99,-0.095,2.960,0.264,-0.36,697,101,28,5,23,3.4,6
6,20,5,3,826,0,74.58,-0.041,4.960,0.321,-0.13,591,131,104,25,79,12.6,6
6,20,5,7,826,0,76.15,-0.032,4.960,0.330,-0.10,616,142,68,13,55,8.2,6
6,20,5,14,826,0,77.97,0.020,4.960,0.334,0.06,630,147,49,14,35,5.9,6
6,20,8,3,826,0,68.89,0.620,7.960,0.383,1.62,507,158,161,62,99,19.5,4
6,20,8,7,826,0,70.10,0.716,7.960,0.397,1.80,545,173,108,34,74,13.1,4
6,20,8,14,826,0,72.28,0.837,7.960,0.405,2.07,571,184,71,26,45,8.6,4
6,20,10,3,826,0,65.74,0.918,9.960,0.420,2.18,454,174,198,89,109,24.0,3
6,20,10,7,826,0,66.95,1.123,9.960,0.437,2.57,504,192,130,49,81,15.7,3
6,20,10,14,826,0,69.13,1.274,9.960,0.450,2.83,538,207,81,33,48,9.8,3
6,20,15,3,826,0,59.44,1.092,4.467,0.501,2.18,338,215,273,153,120,33.1,1
6,20,15,7,826,0,59.44,1.291,9.920,0.535,2.41,402,247,177,89,88,21.4,1
6,20,15,14,826,0,61.38,1.578,14.960,0.552,2.86,438,266,122,69,53,14.8,1
6,20,20,3,826,0,56.05,1.209,2.079,0.556,2.18,247,235,344,216,128,41.6,0
6,20,20,7,826,0,55.45,1.719,3.686,0.605,2.84,323,272,231,135,96,28.0,0
6,20,20,14,826,0,56.78,1.929,6.119,0.630,3.06,357,300,169,112,57,20.5,0
6,20,30,3,826,0,54.12,1.617,1.480,0.619,2.61,118,248,460,329,131,55.7,0
6,20,30,7,826,0,52.06,2.375,1.173,0.701,3.39,197,295,334,233,101,40.4,0
6,20,30,14,826,0,52.18,2.840,1.382,0.750,3.79,248,335,243,183,60,29.4,0
6,25,3,3,826,0,84.14,-0.121,2.960,0.283,-0.43,685,73,68,10,58,8.2,4
6,25,3,7,826,0,85.47,-0.048,2.960,0.286,-0.17,701,77,48,5,43,5.8,4
6,25,3,14,826,0,87.29,-0.064,2.960,0.293,-0.22,715,82,29,6,23,3.5,4
6,25,5,3,826,0,76.63,-0.135,4.960,0.357,-0.38,607,108,111,26,85,13.4,4
6,25,5,7,826,0,78.45,-0.091,4.960,0.366,-0.25,634,117,75,14,61,9.1,4
6,25,5,14,826,0,80.87,-0.007,4.960,0.373,-0.02,652,123,51,16,35,6.2,4
6,25,8,3,826,0,71.07,0.535,7.960,0.421,1.27,522,129,175,65,110,21.2,3
6,25,8,7,826,0,72.52,0.621,7.960,0.437,1.42,563,143,120,36,84,14.5,3
6,25,8,14,826,0,75.30,0.754,7.960,0.449,1.68,594,156,76,28,48,9.2,3
6,25,10,3,826,0,67.92,0.818,9.960,0.459,1.78,468,143,215,93,122,26.0,2
6,25,10,7,826,0,69.61,1.034,9.960,0.480,2.15,523,160,143,52,91,17.3,2
6,25,10,14,826,0,72.40,1.193,9.960,0.498,2.40,563,177,86,35,51,10.4,2
6,25,15,3,826,0,62.23,1.154,5.738,0.541,2.13,354,172,300,160,140,36.3,0
6,25,15,7,826,0,63.20,1.368,14.960,0.582,2.35,424,205,197,98,99,23.8,0
6,25,15,14,826,0,65.62,1.720,14.960,0.605,2.84,468,225,133,74,59,16.1,0
6,25,20,3,826,0,58.84,1.214,3.395,0.599,2.03,258,191,377,228,149,45.6,0
6,25,20,7,826,0,59.44,1.851,6.320,0.655,2.83,343,227,256,148,108,31.0,0
6,25,20,14,826,0,61.14,2.109,11.382,0.688,3.07,385,255,186,120,66,22.5,0
6,25,30,3,826,0,56.78,1.560,2.449,0.664,2.35,124,204,498,345,153,60.3,0
6,25,30,7,826,0,55.81,2.390,3.265,0.753,3.17,207,249,370,254,116,44.8,0
6,25,30,14,826,0,56.30,2.956,4.295,0.814,3.63,269,290,267,196,71,32.3,0
6,30,3,3,826,0,85.96,0.124,2.960,0.293,0.42,700,54,72,10,62,8.7,1
