symbol,contractType,status,baseAsset,t0Iso,origin,spotFirstIso,mexcFirstIso
LAUSDT,PERPETUAL,TRADING,LA,2025-06-05T09:00:00.000Z,A,2025-07-09,2025-06-04
SKATEUSDT,PERPETUAL,SETTLING,SKATE,2025-06-09T10:00:00.000Z,U,,
HOMEUSDT,PERPETUAL,TRADING,HOME,2025-06-10T11:00:00.000Z,A,2025-06-12,2025-06-10
RESOLVUSDT,PERPETUAL,TRADING,RESOLV,2025-06-10T13:00:00.000Z,A,2025-06-11,2025-06-10
SQDUSDT,PERPETUAL,TRADING,SQD,2025-06-11T12:00:00.000Z,B,,2025-01-16
TAIKOUSDT,PERPETUAL,TRADING,TAIKO,2025-06-11T12:00:00.000Z,B,,2024-06-05
PUMPBTCUSDT,PERPETUAL,TRADING,PUMPBTC,2025-06-13T10:00:00.000Z,A,,2025-06-10
AAVEUSDC,PERPETUAL,TRADING,AAVE,2025-06-16T08:00:00.000Z,C,2020-10-15,2025-05-26
UNIUSDC,PERPETUAL,TRADING,UNI,2025-06-16T08:00:00.000Z,C,2020-09-17,2025-05-26
SPKUSDT,PERPETUAL,TRADING,SPK,2025-06-17T09:00:00.000Z,A,2025-06-17,2025-06-17
FUSDT,PERPETUAL,TRADING,F,2025-06-18T12:00:00.000Z,B,2025-10-25,2024-12-06
MYXUSDT,PERPETUAL,TRADING,MYX,2025-06-18T12:00:00.000Z,B,,2025-05-06
NEWTUSDT,PERPETUAL,TRADING,NEWT,2025-06-19T14:00:00.000Z,A,2025-06-24,2025-06-19
DMCUSDT,PERPETUAL,SETTLING,DMC,2025-06-24T13:00:00.000Z,U,,
HUSDT,PERPETUAL,TRADING,H,2025-06-25T09:00:00.000Z,A,,2025-06-25
OLUSDT,PERPETUAL,SETTLING,OL,2025-06-25T11:00:00.000Z,B,,2024-11-19
SAHARAUSDT,PERPETUAL,TRADING,SAHARA,2025-06-26T12:00:00.000Z,A,2025-06-26,2025-06-26
ICNTUSDT,PERPETUAL,TRADING,ICNT,2025-07-03T13:00:00.000Z,A,,2025-07-03
BULLAUSDT,PERPETUAL,TRADING,BULLA,2025-07-04T09:00:00.000Z,B,,2025-06-06
IDOLUSDT,PERPETUAL,TRADING,IDOL,2025-07-04T09:00:00.000Z,B,,2025-06-11
MUSDT,PERPETUAL,TRADING,M,2025-07-07T09:00:00.000Z,A,,2025-07-03
TANSSIUSDT,PERPETUAL,SETTLING,TANSSI,2025-07-09T11:00:00.000Z,U,,
PUMPUSDT,PERPETUAL,TRADING,PUMP,2025-07-10T07:00:00.000Z,A,2025-09-11,
AINUSDT,PERPETUAL,TRADING,AIN,2025-07-10T10:00:00.000Z,A,,2025-07-05
CROSSUSDT,PERPETUAL,TRADING,CROSS,2025-07-10T10:00:00.000Z,A,,2025-07-04
CUSDT,PERPETUAL,TRADING,C,2025-07-15T09:00:00.000Z,A,2025-07-18,2025-07-15
VELVETUSDT,PERPETUAL,TRADING,VELVET,2025-07-15T09:00:00.000Z,A,,2025-07-10
TACUSDT,PERPETUAL,TRADING,TAC,2025-07-15T10:00:00.000Z,A,,2025-07-15
ERAUSDT,PERPETUAL,TRADING,ERA,2025-07-17T15:00:00.000Z,A,2025-07-17,2025-07-17
TAUSDT,PERPETUAL,TRADING,TA,2025-07-21T07:00:00.000Z,A,,2025-07-21
PENGUUSDC,PERPETUAL,TRADING,PENGU,2025-07-23T07:00:00.000Z,C,2024-12-17,2024-12-17
CVXUSDT,PERPETUAL,TRADING,CVX,2025-07-23T11:00:00.000Z,C,2021-12-23,2022-10-27
SLPUSDT,PERPETUAL,TRADING,SLP,2025-07-23T11:00:00.000Z,C,2021-04-30,2021-07-13
TAGUSDT,PERPETUAL,TRADING,TAG,2025-07-25T11:00:00.000Z,B,,2025-06-09
ZORAUSDT,PERPETUAL,TRADING,ZORA,2025-07-25T11:00:00.000Z,B,,2025-04-23
ZRCUSDT,PERPETUAL,SETTLING,ZRC,2025-07-29T09:00:00.000Z,U,,
ESPORTSUSDT,PERPETUAL,TRADING,ESPORTS,2025-07-29T10:00:00.000Z,B,,2025-07-19
TREEUSDT,PERPETUAL,TRADING,TREE,2025-07-29T14:00:00.000Z,A,2025-07-29,2025-07-29
A2ZUSDT,PERPETUAL,SETTLING,A2Z,2025-07-30T08:00:00.000Z,U,,
PLAYUSDT,PERPETUAL,TRADING,PLAY,2025-07-31T09:00:00.000Z,A,,2025-07-31
NAORISUSDT,PERPETUAL,TRADING,NAORIS,2025-07-31T12:00:00.000Z,A,,2025-07-31
TOWNSUSDT,PERPETUAL,TRADING,TOWNS,2025-08-05T14:00:00.000Z,A,2025-08-05,2025-08-05
PROVEUSDT,PERPETUAL,TRADING,PROVE,2025-08-05T17:00:00.000Z,A,2025-08-05,2025-08-05
ALLUSDT,PERPETUAL,TRADING,ALL,2025-08-06T09:00:00.000Z,A,,2025-08-06
INUSDT,PERPETUAL,TRADING,IN,2025-08-07T10:00:00.000Z,A,,2025-08-07
CARVUSDT,PERPETUAL,TRADING,CARV,2025-08-07T16:00:00.000Z,B,,2024-10-13
YALAUSDT,PERPETUAL,SETTLING,YALA,2025-08-07T16:00:00.000Z,U,,
AIOUSDT,PERPETUAL,TRADING,AIO,2025-08-13T11:00:00.000Z,A,,2025-08-13
XNYUSDT,PERPETUAL,TRADING,XNY,2025-08-13T11:00:00.000Z,B,,2025-07-23
USELESSUSDT,PERPETUAL,TRADING,USELESS,2025-08-15T12:00:00.000Z,B,,2025-05-12
DAMUSDT,PERPETUAL,SETTLING,DAM,2025-08-18T12:00:00.000Z,U,,
CUDISUSDT,PERPETUAL,SETTLING,CUDIS,2025-08-20T11:00:00.000Z,U,,
SAPIENUSDT,PERPETUAL,TRADING,SAPIEN,2025-08-20T17:00:00.000Z,A,2025-11-06,2025-08-20
XPLUSDT,PERPETUAL,TRADING,XPL,2025-08-22T09:00:00.000Z,A,2025-09-25,2025-08-22
WLFIUSDT,PERPETUAL,TRADING,WLFI,2025-08-23T08:00:00.000Z,A,2025-09-01,2025-08-23
BIOUSDC,PERPETUAL,TRADING,BIO,2025-08-25T07:00:00.000Z,C,2025-01-03,2025-01-03
SOMIUSDT,PERPETUAL,TRADING,SOMI,2025-08-25T09:00:00.000Z,A,2025-09-02,2025-08-25
BASUSDT,PERPETUAL,TRADING,BAS,2025-08-26T13:00:00.000Z,A,,2025-08-21
BTRUSDT,PERPETUAL,TRADING,BTR,2025-08-27T10:00:00.000Z,A,,2025-08-27
MITOUSDT,PERPETUAL,TRADING,MITO,2025-08-28T16:00:00.000Z,A,2025-08-29,2025-08-28
HEMIUSDT,PERPETUAL,TRADING,HEMI,2025-08-29T04:00:00.000Z,A,2025-09-23,2025-08-29
LINEAUSDT,PERPETUAL,TRADING,LINEA,2025-09-01T08:00:00.000Z,A,2025-09-10,2025-09-01
QUSDT,PERPETUAL,TRADING,Q,2025-09-02T07:00:00.000Z,A,,2025-09-02
ARIAUSDT,PERPETUAL,TRADING,ARIA,2025-09-03T11:00:00.000Z,B,,2025-08-21
TAKEUSDT,PERPETUAL,TRADING,TAKE,2025-09-03T11:00:00.000Z,B,,2025-08-25
PTBUSDT,PERPETUAL,TRADING,PTB,2025-09-03T12:00:00.000Z,A,,2025-09-03
WLFIUSDC,PERPETUAL,TRADING,WLFI,2025-09-08T08:00:00.000Z,B,2025-09-01,2025-08-23
OPENUSDT,PERPETUAL,TRADING,OPEN,2025-09-08T13:00:00.000Z,A,2025-09-08,
FLOCKUSDT,PERPETUAL,TRADING,FLOCK,2025-09-09T06:00:00.000Z,B,,2024-12-31
SKYUSDT,PERPETUAL,TRADING,SKY,2025-09-09T07:00:00.000Z,B,2025-09-17,2025-08-20
AVNTUSDT,PERPETUAL,TRADING,AVNT,2025-09-09T15:00:00.000Z,A,2025-09-15,2025-09-09
HOLOUSDT,PERPETUAL,TRADING,HOLO,2025-09-11T12:00:00.000Z,A,2025-09-11,2025-09-11
XPINUSDT,PERPETUAL,TRADING,XPIN,2025-09-12T08:00:00.000Z,B,,2025-09-03
UBUSDT,PERPETUAL,TRADING,UB,2025-09-12T10:00:00.000Z,A,,2025-09-12
ZKCUSDT,PERPETUAL,TRADING,ZKC,2025-09-15T14:00:00.000Z,A,2025-09-15,2025-09-15
STBLUSDT,PERPETUAL,TRADING,STBL,2025-09-17T05:00:00.000Z,A,,2025-09-16
TOSHIUSDT,PERPETUAL,TRADING,TOSHI,2025-09-17T05:00:00.000Z,B,,2024-11-28
0GUSDT,PERPETUAL,TRADING,0G,2025-09-17T15:00:00.000Z,A,2025-09-22,2025-09-17
BARDUSDT,PERPETUAL,TRADING,BARD,2025-09-18T11:00:00.000Z,A,2025-09-18,2025-09-18
ASTERUSDT,PERPETUAL,TRADING,ASTER,2025-09-19T12:00:00.000Z,A,2025-10-06,2025-09-19
TRADOORUSDT,PERPETUAL,TRADING,TRADOOR,2025-09-19T12:00:00.000Z,B,,2025-09-04
BLESSUSDT,PERPETUAL,TRADING,BLESS,2025-09-23T09:00:00.000Z,A,,2025-09-23
FLUIDUSDT,PERPETUAL,TRADING,FLUID,2025-09-24T10:00:00.000Z,A,,2025-09-24
COAIUSDT,PERPETUAL,TRADING,COAI,2025-09-25T07:00:00.000Z,A,,2025-09-25
HANAUSDT,PERPETUAL,TRADING,HANA,2025-09-26T11:00:00.000Z,A,,2025-09-26
AKEUSDT,PERPETUAL,TRADING,AKE,2025-09-26T12:00:00.000Z,B,,2025-08-21
MIRAUSDT,PERPETUAL,TRADING,MIRA,2025-09-26T12:00:00.000Z,A,2025-09-26,2025-09-26
ORDERUSDT,PERPETUAL,TRADING,ORDER,2025-09-26T12:00:00.000Z,B,,2024-08-26
LIGHTUSDT,PERPETUAL,TRADING,LIGHT,2025-09-27T11:00:00.000Z,A,,2025-09-27
XANUSDT,PERPETUAL,TRADING,XAN,2025-09-29T10:00:00.000Z,A,,2025-09-29
FFUSDT,PERPETUAL,TRADING,FF,2025-09-29T13:00:00.000Z,A,2025-09-29,2025-09-29
EDENUSDT,PERPETUAL,TRADING,EDEN,2025-09-30T11:00:00.000Z,B,2025-09-30,2021-10-26
VFYUSDT,PERPETUAL,SETTLING,VFY,2025-09-30T12:00:00.000Z,U,,
NOMUSDT,PERPETUAL,TRADING,NOM,2025-10-01T08:00:00.000Z,A,2025-10-01,2025-10-01
TRUTHUSDT,PERPETUAL,TRADING,TRUTH,2025-10-01T12:00:00.000Z,A,,2025-10-01
2ZUSDT,PERPETUAL,TRADING,2Z,2025-10-02T12:00:00.000Z,A,2025-10-02,2025-10-02
EVAAUSDT,PERPETUAL,TRADING,EVAA,2025-10-03T10:00:00.000Z,A,,2025-10-03
LYNUSDT,PERPETUAL,TRADING,LYN,2025-10-06T07:00:00.000Z,A,,2025-10-06
KGENUSDT,PERPETUAL,TRADING,KGEN,2025-10-07T14:00:00.000Z,A,,2025-10-07
4USDT,PERPETUAL,TRADING,4,2025-10-08T11:00:00.000Z,A,,2025-10-02
GIGGLEUSDT,PERPETUAL,TRADING,GIGGLE,2025-10-09T09:00:00.000Z,B,2025-10-25,2025-09-22
MONUSDT,PERPETUAL,TRADING,MON,2025-10-10T07:00:00.000Z,U,,
YBUSDT,PERPETUAL,TRADING,YB,2025-10-10T14:00:00.000Z,A,2025-10-15,2025-10-10
METUSDT,PERPETUAL,TRADING,MET,2025-10-11T12:00:00.000Z,A,2025-11-13,2025-10-10
EULUSDT,PERPETUAL,TRADING,EUL,2025-10-13T14:00:00.000Z,B,2025-10-13,2025-09-05
ENSOUSDT,PERPETUAL,TRADING,ENSO,2025-10-14T09:00:00.000Z,A,2025-10-14,2025-10-14
CLOUSDT,PERPETUAL,TRADING,CLO,2025-10-14T11:00:00.000Z,A,,2025-10-14
RECALLUSDT,PERPETUAL,TRADING,RECALL,2025-10-15T12:00:00.000Z,A,,2025-10-15
ZBTUSDT,PERPETUAL,TRADING,ZBT,2025-10-17T11:00:00.000Z,A,2025-10-17,2025-10-17
LABUSDT,PERPETUAL,TRADING,LAB,2025-10-17T14:00:00.000Z,A,,2025-10-15
RIVERUSDT,PERPETUAL,TRADING,RIVER,2025-10-17T14:00:00.000Z,B,,2025-09-22
RVVUSDT,PERPETUAL,SETTLING,RVV,2025-10-18T13:00:00.000Z,U,,
币安人生USDT,PERPETUAL,TRADING,币安人生,2025-10-20T11:00:00.000Z,A,2026-01-07,
BLUAIUSDT,PERPETUAL,TRADING,BLUAI,2025-10-21T11:00:00.000Z,A,,2025-10-21
TURTLEUSDT,PERPETUAL,TRADING,TURTLE,2025-10-22T15:00:00.000Z,A,2025-10-22,2025-10-22
APRUSDT,PERPETUAL,TRADING,APR,2025-10-23T10:00:00.000Z,A,,2025-10-23
ONUSDT,PERPETUAL,TRADING,ON,2025-10-24T08:00:00.000Z,A,,2025-10-24
42USDT,PERPETUAL,SETTLING,42,2025-10-27T10:00:00.000Z,U,,
COMMONUSDT,PERPETUAL,SETTLING,COMMON,2025-10-27T12:00:00.000Z,U,,
KITEUSDT,PERPETUAL,TRADING,KITE,2025-10-29T10:00:00.000Z,A,2025-11-03,2025-10-29
ATUSDT,PERPETUAL,TRADING,AT,2025-10-29T11:00:00.000Z,A,2025-11-27,2025-10-24
CCUSDT,PERPETUAL,TRADING,CC,2025-10-31T12:00:00.000Z,A,,2025-10-31
MMTUSDT,PERPETUAL,TRADING,MMT,2025-11-04T12:00:00.000Z,B,2025-11-04,2025-10-27
TRUSTUSDT,PERPETUAL,TRADING,TRUST,2025-11-05T09:00:00.000Z,A,,2025-11-05
UAIUSDT,PERPETUAL,TRADING,UAI,2025-11-06T11:00:00.000Z,A,,2025-11-06
FOLKSUSDT,PERPETUAL,TRADING,FOLKS,2025-11-06T12:00:00.000Z,A,,2025-11-06
STABLEUSDT,PERPETUAL,TRADING,STABLE,2025-11-06T12:00:00.000Z,A,,2025-11-06
JCTUSDT,PERPETUAL,TRADING,JCT,2025-11-10T10:00:00.000Z,A,,2025-11-10
ALLOUSDT,PERPETUAL,TRADING,ALLO,2025-11-11T14:00:00.000Z,A,2025-11-11,2025-11-11
BEATUSDT,PERPETUAL,TRADING,BEAT,2025-11-12T12:00:00.000Z,B,,2025-11-01
CLANKERUSDT,PERPETUAL,TRADING,CLANKER,2025-11-12T12:00:00.000Z,B,,2024-11-28
PIEVERSEUSDT,PERPETUAL,TRADING,PIEVERSE,2025-11-14T11:00:00.000Z,A,,2025-11-14
SENTUSDT,PERPETUAL,TRADING,SENT,2025-11-14T12:00:00.000Z,A,2026-01-22,2025-11-14
ZECUSDC,PERPETUAL,TRADING,ZEC,2025-11-19T10:00:00.000Z,C,2019-03-21,2025-11-20
BOBUSDT,PERPETUAL,SETTLING,BOB,2025-11-21T10:00:00.000Z,U,,
IRYSUSDT,PERPETUAL,TRADING,IRYS,2025-11-26T16:00:00.000Z,A,,2025-11-25
RLSUSDT,PERPETUAL,SETTLING,RLS,2025-12-02T10:00:00.000Z,A,,2025-12-01
POWERUSDT,PERPETUAL,TRADING,POWER,2025-12-06T09:00:00.000Z,A,,2025-12-05
WETUSDT,PERPETUAL,TRADING,WET,2025-12-10T07:00:00.000Z,A,,2025-12-04
NIGHTUSDT,PERPETUAL,TRADING,NIGHT,2025-12-10T11:00:00.000Z,A,2026-03-11,2025-12-09
XAUUSDT,TRADIFI_PERPETUAL,TRADING,XAU,2025-12-11T08:00:00.000Z,D,,2026-05-27
USUSDT,PERPETUAL,TRADING,US,2025-12-12T10:00:00.000Z,A,,2025-12-11
CYSUSDT,PERPETUAL,TRADING,CYS,2025-12-12T11:00:00.000Z,A,,2025-12-11
RAVEUSDT,PERPETUAL,TRADING,RAVE,2025-12-14T15:00:00.000Z,A,,2025-12-12
GUAUSDT,PERPETUAL,TRADING,GUA,2025-12-21T10:00:00.000Z,B,,2025-11-27
IRUSDT,PERPETUAL,SETTLING,IR,2025-12-21T10:00:00.000Z,U,,
ZKPUSDT,PERPETUAL,TRADING,ZKP,2025-12-21T10:00:00.000Z,A,2026-01-07,2025-12-19
LITUSDT,PERPETUAL,TRADING,LIT,2025-12-23T17:00:00.000Z,B,,2021-02-18
BREVUSDT,PERPETUAL,TRADING,BREV,2025-12-30T10:00:00.000Z,A,2026-01-06,2025-12-30
COLLECTUSDT,PERPETUAL,TRADING,COLLECT,2025-12-31T13:00:00.000Z,A,,2025-12-29
MAGMAUSDT,PERPETUAL,TRADING,MAGMA,2025-12-31T13:00:00.000Z,B,,2025-12-16
XAGUSDT,TRADIFI_PERPETUAL,TRADING,XAG,2026-01-07T10:00:00.000Z,D,,
ZAMAUSDT,PERPETUAL,TRADING,ZAMA,2026-01-09T09:00:00.000Z,A,2026-02-02,2026-01-09
FOGOUSDT,PERPETUAL,TRADING,FOGO,2026-01-10T14:00:00.000Z,A,2026-01-15,2026-01-10
FRAXUSDT,PERPETUAL,TRADING,FRAX,2026-01-15T08:00:00.000Z,A,2026-01-15,2026-01-15
SPORTFUNUSDT,PERPETUAL,TRADING,SPORTFUN,2026-01-16T13:00:00.000Z,A,,2026-01-15
AIAUSDT,PERPETUAL,TRADING,AIA,2026-01-20T11:00:00.000Z,A,,2026-01-20
ACUUSDT,PERPETUAL,TRADING,ACU,2026-01-21T12:00:00.000Z,A,,2026-01-20
我踏马来了USDT,PERPETUAL,TRADING,我踏马来了,2026-01-21T14:00:00.000Z,U,,
ELSAUSDT,PERPETUAL,TRADING,ELSA,2026-01-22T07:00:00.000Z,A,,2026-01-20
SKRUSDT,PERPETUAL,TRADING,SKR,2026-01-22T10:00:00.000Z,A,,2026-01-20
SPACEUSDT,PERPETUAL,TRADING,SPACE,2026-01-23T11:00:00.000Z,A,,2026-01-23
FIGHTUSDT,PERPETUAL,TRADING,FIGHT,2026-01-23T12:00:00.000Z,A,,2026-01-22
TSLAUSDT,TRADIFI_PERPETUAL,TRADING,TSLA,2026-01-28T14:00:00.000Z,D,,
BIRBUSDT,PERPETUAL,TRADING,BIRB,2026-01-29T05:00:00.000Z,A,,2026-01-28
GWEIUSDT,PERPETUAL,TRADING,GWEI,2026-01-29T05:00:00.000Z,B,,2026-01-21
XPDUSDT,TRADIFI_PERPETUAL,TRADING,XPD,2026-01-30T10:00:00.000Z,D,,2026-02-02
XPTUSDT,TRADIFI_PERPETUAL,TRADING,XPT,2026-01-30T10:00:00.000Z,D,,2026-02-02
MEGAUSDT,PERPETUAL,TRADING,MEGA,2026-01-30T12:00:00.000Z,B,2026-04-30,2025-10-22
INXUSDT,PERPETUAL,TRADING,INX,2026-01-30T19:00:00.000Z,A,,2026-01-30
HOODUSDT,TRADIFI_PERPETUAL,TRADING,HOOD,2026-02-02T14:00:00.000Z,D,,
INTCUSDT,TRADIFI_PERPETUAL,TRADING,INTC,2026-02-02T14:00:00.000Z,D,,
TRIAUSDT,PERPETUAL,TRADING,TRIA,2026-02-06T12:00:00.000Z,A,,2026-02-03
AMZNUSDT,TRADIFI_PERPETUAL,TRADING,AMZN,2026-02-09T14:00:00.000Z,D,,
CRCLUSDT,TRADIFI_PERPETUAL,TRADING,CRCL,2026-02-09T14:00:00.000Z,D,,
MSTRUSDT,TRADIFI_PERPETUAL,TRADING,MSTR,2026-02-09T14:00:00.000Z,D,,
COINUSDT,TRADIFI_PERPETUAL,TRADING,COIN,2026-02-09T15:00:00.000Z,D,,
PLTRUSDT,TRADIFI_PERPETUAL,TRADING,PLTR,2026-02-09T15:00:00.000Z,D,,
ESPUSDT,PERPETUAL,TRADING,ESP,2026-02-10T08:00:00.000Z,A,2026-02-12,2026-02-10
AZTECUSDT,PERPETUAL,TRADING,AZTEC,2026-02-11T04:00:00.000Z,A,,2026-02-11
OPNUSDT,PERPETUAL,TRADING,OPN,2026-02-21T15:00:00.000Z,B,2026-03-05,2026-02-11
ROBOUSDT,PERPETUAL,TRADING,ROBO,2026-02-27T08:00:00.000Z,A,2026-03-04,2026-02-25
KATUSDT,PERPETUAL,TRADING,KAT,2026-03-02T05:00:00.000Z,A,2026-03-18,2026-03-02
MANTRAUSDT,PERPETUAL,TRADING,MANTRA,2026-03-04T08:00:00.000Z,A,2026-03-04,2026-03-04
COPPERUSDT,TRADIFI_PERPETUAL,TRADING,COPPER,2026-03-06T09:00:00.000Z,D,,2026-01-29
龙虾USDT,PERPETUAL,TRADING,龙虾,2026-03-11T11:00:00.000Z,U,,
CFGUSDT,PERPETUAL,TRADING,CFG,2026-03-16T13:00:00.000Z,B,2026-03-16,2026-02-26
EWYUSDT,TRADIFI_PERPETUAL,TRADING,EWY,2026-03-16T13:00:00.000Z,D,,2026-03-16
EWJUSDT,TRADIFI_PERPETUAL,TRADING,EWJ,2026-03-19T13:00:00.000Z,D,,2026-03-17
EDGEUSDT,PERPETUAL,TRADING,EDGE,2026-03-19T14:00:00.000Z,A,,2026-03-19
PAYPUSDT,TRADIFI_PERPETUAL,TRADING,PAYP,2026-03-23T14:00:00.000Z,D,,
BSBUSDT,PERPETUAL,TRADING,BSB,2026-03-25T11:00:00.000Z,B,,2026-03-04
GOOGLUSDT,TRADIFI_PERPETUAL,TRADING,GOOGL,2026-03-26T14:00:00.000Z,D,,
METAUSDT,TRADIFI_PERPETUAL,TRADING,META,2026-03-26T14:00:00.000Z,D,,
NVDAUSDT,TRADIFI_PERPETUAL,TRADING,NVDA,2026-03-26T14:00:00.000Z,D,,
XAUTUSDT,PERPETUAL,TRADING,XAUT,2026-03-26T14:00:00.000Z,B,2026-03-26,2025-02-03
BASEDUSDT,PERPETUAL,TRADING,BASED,2026-03-30T10:00:00.000Z,A,,2026-03-30
BZUSDT,TRADIFI_PERPETUAL,TRADING,BZ,2026-04-01T09:00:00.000Z,D,,
CLUSDT,TRADIFI_PERPETUAL,TRADING,CL,2026-04-01T09:00:00.000Z,D,,
NATGASUSDT,TRADIFI_PERPETUAL,TRADING,NATGAS,2026-04-01T09:00:00.000Z,D,,
PRLUSDT,PERPETUAL,TRADING,PRL,2026-04-01T10:00:00.000Z,B,,2026-03-25
AAPLUSDT,TRADIFI_PERPETUAL,TRADING,AAPL,2026-04-06T13:00:00.000Z,D,,
QQQUSDT,TRADIFI_PERPETUAL,TRADING,QQQ,2026-04-06T13:00:00.000Z,D,,
SPYUSDT,TRADIFI_PERPETUAL,TRADING,SPY,2026-04-06T13:00:00.000Z,D,,2026-07-09
TSMUSDT,TRADIFI_PERPETUAL,TRADING,TSM,2026-04-06T14:00:00.000Z,D,,
MUUSDT,TRADIFI_PERPETUAL,TRADING,MU,2026-04-07T13:00:00.000Z,D,,
SNDKUSDT,TRADIFI_PERPETUAL,TRADING,SNDK,2026-04-07T13:00:00.000Z,D,,
GENIUSUSDT,PERPETUAL,TRADING,GENIUS,2026-04-16T03:00:00.000Z,A,2026-05-22,2026-04-14
CHIPUSDT,PERPETUAL,TRADING,CHIP,2026-04-16T07:00:00.000Z,A,2026-04-21,2026-04-16
AVGOUSDT,TRADIFI_PERPETUAL,TRADING,AVGO,2026-04-20T13:00:00.000Z,D,,
BABAUSDT,TRADIFI_PERPETUAL,TRADING,BABA,2026-04-20T13:00:00.000Z,D,,
MSFTUSDT,TRADIFI_PERPETUAL,TRADING,MSFT,2026-04-20T13:00:00.000Z,D,,
OPGUSDT,PERPETUAL,TRADING,OPG,2026-04-22T15:00:00.000Z,A,2026-05-22,2026-04-21
AIGENSYNUSDT,PERPETUAL,TRADING,AIGENSYN,2026-04-29T14:00:00.000Z,A,2026-05-14,2026-04-29
AMDUSDT,TRADIFI_PERPETUAL,TRADING,AMD,2026-05-06T13:00:00.000Z,D,,
QCOMUSDT,TRADIFI_PERPETUAL,TRADING,QCOM,2026-05-06T13:00:00.000Z,D,,
USARUSDT,TRADIFI_PERPETUAL,TRADING,USAR,2026-05-06T13:00:00.000Z,D,,
BILLUSDT,PERPETUAL,TRADING,BILL,2026-05-07T08:00:00.000Z,A,,2026-05-04
PHAROSUSDT,PERPETUAL,TRADING,PHAROS,2026-05-14T05:00:00.000Z,B,,2026-04-28
STARUSDT,PERPETUAL,TRADING,STAR,2026-05-14T05:00:00.000Z,A,,2026-05-14
CSCOUSDT,TRADIFI_PERPETUAL,TRADING,CSCO,2026-05-15T13:00:00.000Z,D,,
DISUSDT,TRADIFI_PERPETUAL,TRADING,DIS,2026-05-15T13:00:00.000Z,D,,
HDUSDT,TRADIFI_PERPETUAL,TRADING,HD,2026-05-15T13:00:00.000Z,D,,
LITEUSDT,TRADIFI_PERPETUAL,TRADING,LITE,2026-05-15T13:00:00.000Z,D,,
ORCLUSDT,TRADIFI_PERPETUAL,TRADING,ORCL,2026-05-15T13:00:00.000Z,D,,
UBERUSDT,TRADIFI_PERPETUAL,TRADING,UBER,2026-05-15T13:00:00.000Z,D,,
MRVLUSDT,TRADIFI_PERPETUAL,TRADING,MRVL,2026-05-15T14:00:00.000Z,D,,
SOXLUSDT,TRADIFI_PERPETUAL,TRADING,SOXL,2026-05-15T14:00:00.000Z,D,,2026-06-10
BTCUSD1,PERPETUAL,TRADING,BTC,2026-05-18T09:00:00.000Z,C,2017-08-17,2025-03-24
BRKBUSDT,TRADIFI_PERPETUAL,TRADING,BRKB,2026-05-18T13:00:00.000Z,D,,
CRWVUSDT,TRADIFI_PERPETUAL,TRADING,CRWV,2026-05-18T13:00:00.000Z,D,,
FLNCUSDT,TRADIFI_PERPETUAL,TRADING,FLNC,2026-05-18T13:00:00.000Z,D,,
JPMUSDT,TRADIFI_PERPETUAL,TRADING,JPM,2026-05-18T13:00:00.000Z,D,,
VUSDT,TRADIFI_PERPETUAL,TRADING,V,2026-05-18T13:00:00.000Z,D,,
WMTUSDT,TRADIFI_PERPETUAL,TRADING,WMT,2026-05-18T13:00:00.000Z,D,,
DRAMUSDT,TRADIFI_PERPETUAL,TRADING,DRAM,2026-05-18T14:00:00.000Z,D,,2026-05-08
RKLBUSDT,TRADIFI_PERPETUAL,TRADING,RKLB,2026-05-18T14:00:00.000Z,D,,
CBRSUSDT,TRADIFI_PERPETUAL,TRADING,CBRS,2026-05-19T09:00:00.000Z,D,,
SPCXUSDT,TRADIFI_PERPETUAL,TRADING,SPCX,2026-05-21T04:00:00.000Z,D,,
OPENAIUSDT,TRADIFI_PERPETUAL,TRADING,OPENAI,2026-05-26T08:00:00.000Z,D,,2026-04-14
ARMUSDT,TRADIFI_PERPETUAL,TRADING,ARM,2026-05-26T13:00:00.000Z,D,,
BEUSDT,TRADIFI_PERPETUAL,TRADING,BE,2026-05-26T13:00:00.000Z,D,,
COHRUSDT,TRADIFI_PERPETUAL,TRADING,COHR,2026-05-26T13:00:00.000Z,D,,
NBISUSDT,TRADIFI_PERPETUAL,TRADING,NBIS,2026-05-26T13:00:00.000Z,D,,
WDCUSDT,TRADIFI_PERPETUAL,TRADING,WDC,2026-05-26T13:00:00.000Z,D,,
CTRUSDT,PERPETUAL,TRADING,CTR,2026-05-28T09:00:00.000Z,A,,2026-05-26
QNTXUSDT,TRADIFI_PERPETUAL,TRADING,QNTX,2026-05-29T08:00:00.000Z,D,,
SLXUSDT,PERPETUAL,TRADING,SLX,2026-06-01T07:00:00.000Z,A,,2026-05-25
ASTSUSDT,TRADIFI_PERPETUAL,TRADING,ASTS,2026-06-01T13:00:00.000Z,D,,
BBXUSDT,TRADIFI_PERPETUAL,TRADING,BBX,2026-06-01T13:00:00.000Z,D,,
EWTUSDT,TRADIFI_PERPETUAL,TRADING,EWT,2026-06-01T13:00:00.000Z,D,,2026-06-01
LLYUSDT,TRADIFI_PERPETUAL,TRADING,LLY,2026-06-01T13:00:00.000Z,D,,
NOKUSDT,TRADIFI_PERPETUAL,TRADING,NOK,2026-06-01T13:00:00.000Z,D,,
NVOUSDT,TRADIFI_PERPETUAL,TRADING,NVO,2026-06-01T13:00:00.000Z,D,,
