entryH,SL,TP,maxHold,n,skipped,winRate,avgPnL,medPnL,tpCount,slCount,timeoutCount,timeoutWin,timeoutLoss,timeoutRate,bothTouched
72,30,3,3,471,14,71.13,0.256,2.960,299,12,160,36,124,34.0,0
72,30,3,7,471,14,78.13,0.373,2.960,360,15,96,8,88,20.4,0
72,30,3,14,471,14,80.68,0.458,2.960,372,17,82,8,74,17.4,0
72,30,5,3,471,14,65.82,0.640,4.441,235,15,221,75,146,46.9,0
72,30,5,7,471,14,70.49,0.545,4.960,303,23,145,29,116,30.8,0
72,30,5,14,471,14,73.25,0.666,4.960,322,27,122,23,99,25.9,0
72,30,8,3,471,14,58.39,-0.003,1.145,169,31,271,106,165,57.5,0
72,30,8,7,471,14,62.00,-0.107,5.228,232,43,196,60,136,41.6,0
72,30,8,14,471,14,64.33,0.115,7.960,256,48,167,47,120,35.5,0
72,30,10,3,471,14,55.63,-0.159,0.656,143,36,292,119,173,62.0,0
72,30,10,7,471,14,59.87,-0.047,3.071,201,50,220,81,139,46.7,0
72,30,10,14,471,14,61.57,0.279,6.692,231,56,184,59,125,39.1,0
72,30,15,3,471,14,52.44,-0.253,0.265,98,44,329,149,180,69.9,0
72,30,15,7,471,14,56.48,0.142,1.692,140,60,271,126,145,57.5,0
72,30,15,14,471,14,57.11,0.467,2.188,168,67,236,101,135,50.1,0
72,30,20,3,471,14,50.74,-0.281,0.086,74,50,347,165,182,73.7,0
72,30,20,7,471,14,53.93,0.081,1.048,105,69,297,149,148,63.1,0
72,30,20,14,471,14,54.14,0.454,1.052,130,77,264,125,139,56.1,0
72,30,30,3,471,14,49.47,-0.038,-0.040,42,53,376,191,185,79.8,0
72,30,30,7,471,14,52.65,0.769,0.752,70,75,326,178,148,69.2,0
72,30,30,14,471,14,51.38,1.016,0.272,92,87,292,150,142,62.0,0
72,40,3,3,471,14,71.34,0.113,2.960,300,10,161,36,125,34.2,0
72,40,3,7,471,14,78.56,0.237,2.960,362,13,96,8,88,20.4,0
72,40,3,14,471,14,81.10,0.355,2.960,374,14,83,8,75,17.6,0
72,40,5,3,471,14,66.24,0.608,4.960,237,11,223,75,148,47.3,0
72,40,5,7,471,14,71.34,0.490,4.960,307,17,147,29,118,31.2,0
72,40,5,14,471,14,74.31,0.774,4.960,327,19,125,23,102,26.5,0
72,40,8,3,471,14,59.45,0.177,1.401,174,19,278,106,172,59.0,0
72,40,8,7,471,14,64.33,0.219,7.960,243,29,199,60,139,42.3,0
72,40,8,14,471,14,66.88,0.593,7.960,268,32,171,47,124,36.3,0
72,40,10,3,471,14,56.69,-0.076,0.786,147,24,300,120,180,63.7,0
72,40,10,7,471,14,62.21,0.247,4.125,212,35,224,81,143,47.6,0
72,40,10,14,471,14,64.33,0.744,9.960,244,39,188,59,129,39.9,0
72,40,15,3,471,14,53.72,-0.132,0.406,100,29,342,153,189,72.6,0
72,40,15,7,471,14,58.60,0.318,2.401,149,44,278,127,151,59.0,0
72,40,15,14,471,14,59.87,0.962,3.365,180,48,243,102,141,51.6,0
72,40,20,3,471,14,52.02,-0.266,0.193,76,35,360,169,191,76.4,0
72,40,20,7,471,14,56.05,0.083,1.393,111,53,307,153,154,65.2,0
72,40,20,14,471,14,56.90,0.863,1.738,141,57,273,127,146,58.0,0
72,40,30,3,471,14,50.53,-0.129,0.074,42,38,391,196,195,83.0,0
72,40,30,7,471,14,54.56,0.488,1.052,72,60,339,185,154,72.0,0
72,40,30,14,471,14,53.50,0.988,0.803,97,68,306,155,151,65.0,0
72,50,3,3,471,14,71.76,0.126,2.960,302,8,161,36,125,34.2,0
72,50,3,7,471,14,78.98,0.209,2.960,364,10,97,8,89,20.6,0
72,50,3,14,471,14,81.53,0.353,2.960,376,11,84,8,76,17.8,0
72,50,5,3,471,14,66.67,0.608,4.960,239,9,223,75,148,47.3,0
72,50,5,7,471,14,71.76,0.474,4.960,309,12,150,29,121,31.8,0
72,50,5,14,471,14,74.95,0.838,4.960,330,14,127,23,104,27.0,0
72,50,8,3,471,14,59.87,0.121,1.415,176,16,279,106,173,59.2,0
72,50,8,7,471,14,64.97,0.153,7.960,246,22,203,60,143,43.1,0
72,50,8,14,471,14,67.52,0.470,7.960,271,26,174,47,127,36.9,0
72,50,10,3,471,14,57.32,-0.051,0.833,150,19,302,120,182,64.1,0
72,50,10,7,471,14,63.06,0.245,4.856,216,26,229,81,148,48.6,0
72,50,10,14,471,14,65.18,0.641,9.960,248,31,192,59,133,40.8,0
72,50,15,3,471,14,54.14,-0.232,0.436,102,24,345,153,192,73.2,0
72,50,15,7,471,14,59.45,0.242,2.602,152,34,285,128,157,60.5,0
72,50,15,14,471,14,60.93,0.849,3.755,185,39,247,102,145,52.4,0
72,50,20,3,471,14,52.44,-0.301,0.265,78,28,365,169,196,77.5,0
72,50,20,7,471,14,57.32,0.088,1.817,114,41,316,156,160,67.1,0
72,50,20,14,471,14,58.39,0.893,2.369,147,46,278,128,150,59.0,0
72,50,30,3,471,14,51.38,-0.023,0.130,42,29,400,200,200,84.9,0
72,50,30,7,471,14,56.05,0.591,1.338,74,46,351,190,161,74.5,0
72,50,30,14,471,14,55.41,1.151,1.360,102,55,314,159,155,66.7,0
